"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_mediata","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud_WGS84","Latitud_WGS84"
"2023S004980    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau","0020 0020","Dissabte","2023",8,"Agost","19","18","Tarda","Gir indegut o sense precaució","430018.62 ","4582204.72","2.161863977","41.386480478"
"2023S007678    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0007 0007","Dimarts","2023",12,"Desembre","26","22","Nit","Altres","430625.14 ","4582407.55","2.169094279","41.388359871"
"2023S005652    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0594 0594","Dilluns","2023",9,"Setembre","25","18","Tarda","No respectar distàncies","430264    ","4582202.37","2.164798814","41.386480634"
"2023S006069    ",2,"Eixample",6,"la Sagrada Família",238400,"Padilla","0296B0296B","Divendres","2023",10,"Octubre","13","03","Nit","Manca d'atenció a la conducció","429689.26 ","4584977.01","2.157602951","41.411420794"
"2023S007200    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0258 0258","Diumenge","2023",12,"Desembre","3","13","Matí","No respectat pas de vianants","430061.22 ","4582806.77","2.162303891","41.391906656"
"2023S007589    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0270B0270B","Dijous","2023",12,"Desembre","21","20","Tarda","Gir indegut o sense precaució","430136.64 ","4582868.7 ","2.163198786","41.392470997"
"2023S002651    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0287 0287","Divendres","2023",5,"Maig","5","10","Matí","Manca d'atenció a la conducció","430216.17 ","4583338.88","2.164095783","41.396712664"
"2023S003924    ",2,"Eixample",6,"la Sagrada Família",178308,"Lepant","0213 0215","Dijous","2023",6,"Juny","29","13","Matí","Canvi de carril sense precaució","431533.6  ","4583923.69","2.179787628","41.402093186"
"2023S006074    ",2,"Eixample",7,"la Dreta de l'Eixample",335100,"Tetuan","9999 9999","Divendres","2023",10,"Octubre","13","10","Matí","No determinada","431076.53 ","4583033.4 ","2.174421483","41.394035543"
"2023S000405    ",2,"Eixample",6,"la Sagrada Família",238400,"Padilla","0218 0218","Divendres","2023",1,"Gener","20","21","Tarda","Manca d'atenció a la conducció","431460.95 ","4584179.19","2.17888963","41.404388202"
"2023S000405    ",2,"Eixample",6,"la Sagrada Família",238400,"Padilla","0218 0218","Divendres","2023",1,"Gener","20","21","Tarda","Desobeir semàfor","431460.95 ","4584179.19","2.17888963","41.404388202"
"2023S007297    ",2,"Eixample",6,"la Sagrada Família",238400,"Padilla","0203 0203","Dissabte","2023",12,"Desembre","9","11","Matí","No respectat pas de vianants","431600.66 ","4584034.67","2.180577265","41.40309846"
"2023S007725    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0477 0477","Dissabte","2023",12,"Desembre","30","22","Nit","Desobeir altres senyals","431553.57 ","4584083.99","2.180008377","41.40353866"
"2023S006653    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0487 0487","Dijous","2023",11,"Novembre","9","08","Matí","No determinada","431629.49 ","4584143.2 ","2.180909874","41.404078411"
"2023S001593    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca","0467 0467","Dilluns","2023",3,"Març","20","11","Matí","No respectar distàncies","431507.85 ","4584411.22","2.179424403","41.406482024"
"2023S003967    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0608 0608","Divendres","2023",6,"Juny","30","21","Tarda","Manca d'atenció a la conducció","430335.3  ","4582343.66","2.165635253","41.38775937"
"2023S000209    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0622 0622","Dijous","2023",1,"Gener","12","17","Tarda","Canvi de carril sense precaució","430445.18 ","4582380.14","2.166945174","41.388097448"
"2023S000348    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0650 0650","Dimecres","2023",1,"Gener","18","17","Tarda","No respectar distàncies","430694.58 ","4582659.98","2.169895858","41.390639421"
"2023S007425    ",2,"Eixample",6,"la Sagrada Família",268003,"Provença","0510 0510","Dijous","2023",12,"Desembre","14","18","Tarda","Desobeir semàfor","431369.9  ","4584462.66","2.177768274","41.406933556"
"2023S005923    ",2,"Eixample",7,"la Dreta de l'Eixample",89004,"Consell de Cent","0298 0298","Divendres","2023",10,"Octubre","6","14","Tarda","Gir indegut o sense precaució","430250.13 ","4582619.68","2.164584862","41.39023801"
"2023S007078    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0377 0377","Dimarts","2023",11,"Novembre","28","20","Tarda","No determinada","429964.09 ","4583338.39","2.161080675","41.396686323"
"2023S003783    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0434 0434","Divendres","2023",6,"Juny","23","15","Tarda","Altres","430033.16 ","4583412.55","2.161898257","41.397360273"
"2023S005292    ",2,"Eixample",7,"la Dreta de l'Eixample",359404,"Cinc d'Oros","9999 9999","Dijous","2023",9,"Setembre","7","10","Matí","Desobeir altres senyals","429831.32 ","4583321.36","2.159494571","41.396521359"
"2023S005406    ",2,"Eixample",7,"la Dreta de l'Eixample",359404,"Cinc d'Oros","9999 9999","Dimecres","2023",9,"Setembre","13","11","Matí","No respectar distàncies","429834.22 ","4583321.69","2.15952922","41.396524584"
"2023S001350    ",2,"Eixample",7,"la Dreta de l'Eixample",359404,"Cinc d'Oros","9999 9999","Dimarts","2023",3,"Març","7","19","Tarda","Desobeir altres senyals","429834.22 ","4583321.69","2.15952922","41.396524584"
"2023S004589    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0387 0387","Divendres","2023",7,"Juliol","28","13","Matí","No respectar distàncies","429756.96 ","4583325.47","2.158604667","41.396551881"
"2023S003768    ",2,"Eixample",6,"la Sagrada Família",73900,"Castillejos","0218 0218","Divendres","2023",6,"Juny","23","09","Matí","Gir indegut o sense precaució","431647.55 ","4584174.64","2.181122366","41.404363118"
"2023S003821    ",2,"Eixample",6,"la Sagrada Família",73900,"Castillejos","0218 0218","Dilluns","2023",6,"Juny","26","07","Matí","Altres","431647.55 ","4584174.64","2.181122366","41.404363118"
"2023S002140    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0393 0393","Divendres","2023",4,"Abril","14","20","Tarda","No respectar distàncies","429676.49 ","4583244.7 ","2.157651543","41.395817376"
"2023S002440    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0072S0072S","Dimecres","2023",4,"Abril","26","15","Tarda","Canvi de carril sense precaució","430187.73 ","4582930.63","2.163802698","41.39303322"
"2023S003018    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0078 0078","Dilluns","2023",5,"Maig","22","09","Matí","Altres","430157.28 ","4583012.79","2.163429022","41.393770563"
"2023S006290    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0080 0080","Dimecres","2023",10,"Octubre","25","07","Matí","Gir indegut o sense precaució","430097.2  ","4583030.1 ","2.16270843","41.393921246"
"2023S004647    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0082 0082","Dilluns","2023",7,"Juliol","31","14","Tarda","Gir indegut o sense precaució","430092.87 ","4583083.16","2.162650512","41.394398763"
"2023S006151    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"Roger de Llúria","0065 0065","Dimecres","2023",10,"Octubre","18","07","Matí","Desobeir altres senyals","430498.67 ","4583050.27","2.167507952","41.394137725"
"2023S002751    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0503 0503","Dimarts","2023",5,"Maig","9","06","Matí","Altres","431555.53 ","4584270.88","2.180010678","41.405222088"
"2023S005314    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0521 0521","Dimecres","2023",9,"Setembre","6","22","Nit","Desobeir altres senyals","431555.53 ","4584270.88","2.180010678","41.405222088"
"2023S004626    ",2,"Eixample",6,"la Sagrada Família",362704,"Vilaret","0001 0001","Diumenge","2023",7,"Juliol","30","00","Nit","Gir indegut o sense precaució","431627.73 ","4584340.1 ","2.180866565","41.405851679"
"2023S001929    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0510 0510","Dimarts","2023",4,"Abril","4","13","Matí","Gir indegut o sense precaució","431555.53 ","4584270.88","2.180010678","41.405222088"
"2023S004791    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0510 0510","Dimarts","2023",8,"Agost","8","08","Matí","Gir indegut o sense precaució","431555.53 ","4584270.88","2.180010678","41.405222088"
"2023S005900    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0104 0104","Divendres","2023",10,"Octubre","6","00","Nit","No respectat pas de vianants","429914.38 ","4583230.13","2.160498625","41.395706928"
"2023S007489    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0302 0306","Diumenge","2023",12,"Desembre","17","18","Tarda","No respectar distàncies","430539.63 ","4583069.25","2.167995683","41.394312213"
"2023S002364    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0336 0336","Dilluns","2023",4,"Abril","24","09","Matí","No respectar distàncies","430702.86 ","4583273.46","2.16992465","41.396165558"
"2023S000569    ",2,"Eixample",7,"la Dreta de l'Eixample",71600,"Casp","0069 0069","Diumenge","2023",1,"Gener","29","21","Tarda","Canvi de carril sense precaució","431275.84 ","4583019.17","2.176806984","41.393924444"
"2023S004414    ",2,"Eixample",6,"la Sagrada Família",238400,"Padilla","0272 0272","Divendres","2023",7,"Juliol","21","11","Matí","Manca precaució efectuar marxa enrera","431180.38 ","4584467.18","2.175500521","41.406958054"
"2023S006187    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Catalunya","0137 0137","Dijous","2023",10,"Octubre","19","17","Tarda","Gir indegut o sense precaució","429611.29 ","4583250.11","2.156871059","41.395860394"
"2023S004904    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","9999 9999","Dilluns","2023",8,"Agost","14","13","Matí","Altres","430557.69 ","4582525.42","2.168274082","41.389415667"
"2023S002508    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","9999 9999","Dissabte","2023",4,"Abril","29","02","Nit","Desobeir semàfor","430557.69 ","4582525.42","2.168274082","41.389415667"
"2023S002716    ",2,"Eixample",7,"la Dreta de l'Eixample",71600,"Casp","0092B0092B","Diumenge","2023",5,"Maig","7","04","Nit","Desobeir semàfor","431275.84 ","4583019.17","2.176806984","41.393924444"
"2023S001571    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0524 0526","Diumenge","2023",3,"Març","19","03","Nit","No respectar distàncies","431636.85 ","4584335.14","2.180976227","41.405807782"
"2023S005553    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0517 0519","Dimecres","2023",9,"Setembre","20","12","Matí","Altres","431747.87 ","4584301.55","2.182308135","41.405514686"
"2023S003842    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0704 0706","Dilluns","2023",6,"Juny","26","17","Tarda","Manca precaució incorporació circulació","431076.53 ","4583033.4 ","2.174421483","41.394035543"
"2023S003514    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0025 0025","Dimarts","2023",6,"Juny","13","12","Matí","Desobeir semàfor","431370    ","4582923.54","2.177944045","41.393071178"
"2023S003063    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0645 0645","Dimecres","2023",5,"Maig","24","08","Matí","No respectar distàncies","430886.26 ","4582847.07","2.172167","41.392340987"
"2023S004974    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0647 0647","Dissabte","2023",8,"Agost","19","06","Matí","Manca d'atenció a la conducció","430889.32 ","4582887.34","2.172199001","41.392703949"
"2023S004060    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0647 0647","Dilluns","2023",7,"Juliol","3","10","Matí","No respectar distàncies","430934.78 ","4582858.79","2.17274598","41.392450716"
"2023S001185    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0647 0647","Dimarts","2023",2,"Febrer","28","12","Matí","No respectat pas de vianants","430886.26 ","4582847.07","2.172167","41.392340987"
"2023S004138    ",2,"Eixample",7,"la Dreta de l'Eixample",250904,"Pelai","0015S0015S","Dissabte","2023",7,"Juliol","8","19","Tarda","Altres","430580.98 ","4582087.83","2.168602798","41.385476439"
"2023S002109    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0286 0286","Dijous","2023",4,"Abril","13","17","Tarda","Avançament defectuós/improcedent","430435.12 ","4582966.26","2.166757506","41.393375576"
"2023S006768    ",2,"Eixample",7,"la Dreta de l'Eixample",278459,"Reina Victòria","9998 9998","Dimecres","2023",11,"Novembre","15","01","Nit","No respectar distàncies","430531.07 ","4582463.6 ","2.167962805","41.388856573"
"2023S003353    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0259 0259","Dimarts","2023",6,"Juny","6","10","Matí","Gir indegut o sense precaució","430207.91 ","4582788.32","2.164060469","41.391753232"
"2023S004931    ",2,"Eixample",5,"el Fort Pienc",305100,"Sant Joan","0020 0020","Dimecres","2023",8,"Agost","16","17","Tarda","Canvi de carril sense precaució","431453.2  ","4582876.77","2.178944457","41.392657033"
"2023S003558    ",2,"Eixample",7,"la Dreta de l'Eixample",32700,"Balmes","0108 0108","Dijous","2023",6,"Juny","15","10","Matí","Altres","429743.72 ","4582869.41","2.158499241","41.392443146"
"2023S003130    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0035 0035","Divendres","2023",5,"Maig","26","17","Tarda","Manca precaució incorporació circulació","430365.85 ","4582734.81","2.165955625","41.391284982"
"2023S003660    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0587 0589","Dilluns","2023",6,"Juny","19","12","Matí","Desconegut","430335.3  ","4582343.66","2.165635253","41.38775937"
"2023S001409    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0601 0601","Divendres","2023",3,"Març","10","16","Tarda","Desobeir semàfor","430452.15 ","4582422.95","2.167023614","41.388483628"
"2023S004682    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0753 0753","Dimecres","2023",8,"Agost","2","09","Matí","Gir indegut o sense precaució","431843.45 ","4583785.44","2.183509686","41.40087435"
"2023S006095    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0753 0753","Diumenge","2023",10,"Octubre","15","02","Nit","Desobeir semàfor","431843.45 ","4583785.44","2.183509686","41.40087435"
"2023S003763    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0665 0665","Dijous","2023",6,"Juny","22","16","Tarda","No respectar distàncies","431112.06 ","4583023.89","2.174847528","41.393952935"
"2023S001767    ",2,"Eixample",5,"el Fort Pienc",100800,"Diputació","0452 0452","Dimarts","2023",3,"Març","28","07","Matí","Gir indegut o sense precaució","431648.46 ","4583800.82","2.181175486","41.400996311"
"2023S006647    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris","0123 0131","Dimecres","2023",11,"Novembre","8","20","Tarda","Desconegut","430437.92 ","4582906.11","2.166797908","41.392834067"
"2023S002987    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris","0147 0147","Divendres","2023",5,"Maig","19","20","Tarda","Altres","430310.82 ","4583051.57","2.165260989","41.394133169"
"2023S005966    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"Roger de Llúria","0115 0115","Diumenge","2023",10,"Octubre","8","12","Matí","Desconegut","430258.01 ","4583281.76","2.16460282","41.396201834"
"2023S002658    ",2,"Eixample",7,"la Dreta de l'Eixample",232902,"Urquinaona","0007 0007","Divendres","2023",5,"Maig","5","12","Matí","Avançament defectuós/improcedent","430987.16 ","4582551.3 ","2.173407521","41.389685744"
"2023S006776    ",2,"Eixample",7,"la Dreta de l'Eixample",191204,"Mallorca","0268 0268","Dimecres","2023",11,"Novembre","15","12","Matí","Altres","430158.27 ","4583078.12","2.163433324","41.394359055"
"2023S003322    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0751E0751E","Diumenge","2023",6,"Juny","4","05","Nit","Manca d'atenció a la conducció","431843.45 ","4583785.44","2.183509686","41.40087435"
"2023S002111    ",2,"Eixample",7,"la Dreta de l'Eixample",349309,"Universitat","0018 0018","Dijous","2023",4,"Abril","13","19","Tarda","No respectar distàncies","430467.86 ","4582264.18","2.167229734","41.387054994"
"2023S001065    ",2,"Eixample",7,"la Dreta de l'Eixample",71600,"Casp","0042 0042","Dimarts","2023",2,"Febrer","21","20","Tarda","Manca precaució incorporació circulació","430893.12 ","4582647.56","2.172271825","41.39054465"
"2023S007079    ",2,"Eixample",7,"la Dreta de l'Eixample",100800,"Diputació","0282S0282S","Dimarts","2023",11,"Novembre","28","19","Tarda","No respectar distàncies","430684.51 ","4582858.44","2.169752694","41.39242602"
"2023S007118    ",2,"Eixample",7,"la Dreta de l'Eixample",100800,"Diputació","0282S0282S","Dimecres","2023",11,"Novembre","29","22","Nit","Desobeir semàfor","430684.51 ","4582858.44","2.169752694","41.39242602"
"2023S006200    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0042 0042","Divendres","2023",10,"Octubre","20","10","Matí","Altres","430408.49 ","4582739.03","2.166465121","41.391326683"
"2023S005651    ",2,"Eixample",5,"el Fort Pienc",335100,"Tetuan","0036 0037","Dilluns","2023",9,"Setembre","25","18","Tarda","Canvi de carril sense precaució","431246.5  ","4583153.05","2.17644085","41.395127752"
"2023S002549    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Catalunya","0095 0095","Dilluns","2023",5,"Maig","1","13","Matí","Desconegut","429923.41 ","4582921.28","2.160642391","41.392926007"
"2023S002344    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0181 0181","Diumenge","2023",4,"Abril","23","13","Matí","Manca d'atenció a la conducció","431599.68 ","4583470.53","2.180629317","41.398017336"
